"person_id","post_id","status"
1,1,false
3,1,false
4,1,false
6,1,false
8,1,true
9,1,true
12,1,false
14,1,true
16,1,true
18,1,false
21,1,false
23,1,true
26,1,false
28,1,false
29,1,false
30,1,true
31,1,true
33,1,false
34,1,true
35,1,true
36,1,false
37,1,false
40,1,false
41,1,false
44,1,true
47,1,false
48,1,false
53,1,false
56,1,false
59,1,false
60,1,true
64,1,false
65,1,true
71,1,false
75,1,true
78,1,false
79,1,false
81,1,false
82,1,false
85,1,true
87,1,false
89,1,false
90,1,false
91,1,false
97,1,true
99,1,true
1,2,false
2,2,true
3,2,true
4,2,false
5,2,true
6,2,true
7,2,false
8,2,false
9,2,false
11,2,false
14,2,false
15,2,true
18,2,true
19,2,false
21,2,false
22,2,false
23,2,true
24,2,true
25,2,false
26,2,false
29,2,false
30,2,false
34,2,false
41,2,true
42,2,false
44,2,false
45,2,false
47,2,true
48,2,true
53,2,false
54,2,false
55,2,false
56,2,false
57,2,false
58,2,false
60,2,true
63,2,true
64,2,false
65,2,false
68,2,true
69,2,true
72,2,true
74,2,true
75,2,true
76,2,false
79,2,false
81,2,false
82,2,true
83,2,false
84,2,false
85,2,false
87,2,false
89,2,false
93,2,false
95,2,false
96,2,true
97,2,false
98,2,false
99,2,false
100,2,false
2,3,true
8,3,true
15,3,true
26,3,false
30,3,true
31,3,true
35,3,true
43,3,true
44,3,true
45,3,true
48,3,false
52,3,false
58,3,true
59,3,true
63,3,true
67,3,true
69,3,false
71,3,false
72,3,true
75,3,true
77,3,true
79,3,false
80,3,false
81,3,false
83,3,true
84,3,true
86,3,true
90,3,true
91,3,false
94,3,true
95,3,false
98,3,true
100,3,true
1,4,true
2,4,false
4,4,false
5,4,true
7,4,false
8,4,false
9,4,false
10,4,false
11,4,true
12,4,true
13,4,false
16,4,false
17,4,true
18,4,false
20,4,true
21,4,false
22,4,false
23,4,true
25,4,true
26,4,false
30,4,true
31,4,false
32,4,false
33,4,true
35,4,true
36,4,true
37,4,false
38,4,true
40,4,true
42,4,true
47,4,false
48,4,false
49,4,true
51,4,true
52,4,true
53,4,true
54,4,true
56,4,false
60,4,false
63,4,true
65,4,false
67,4,false
68,4,true
70,4,false
71,4,true
74,4,false
75,4,false
77,4,false
78,4,false
79,4,false
82,4,false
83,4,true
85,4,false
87,4,false
90,4,true
93,4,false
94,4,true
96,4,true
99,4,true
100,4,true
2,5,true
3,5,true
5,5,false
6,5,true
7,5,true
10,5,false
11,5,true
12,5,false
13,5,false
15,5,true
17,5,false
18,5,false
19,5,true
20,5,false
22,5,true
23,5,true
24,5,false
25,5,true
26,5,false
28,5,false
29,5,true
30,5,false
32,5,true
33,5,true
35,5,true
36,5,false
37,5,false
38,5,false
39,5,true
41,5,true
43,5,true
44,5,false
45,5,false
46,5,false
48,5,true
49,5,false
52,5,true
54,5,false
56,5,false
59,5,true
60,5,true
62,5,false
63,5,true
64,5,true
66,5,false
68,5,true
69,5,true
70,5,false
72,5,true
75,5,false
77,5,true
78,5,true
80,5,true
81,5,true
82,5,true
84,5,false
86,5,true
87,5,false
89,5,false
90,5,false
91,5,false
92,5,false
94,5,true
95,5,true
100,5,true
6,6,true
8,6,true
12,6,true
13,6,false
15,6,true
16,6,true
19,6,true
21,6,true
22,6,false
26,6,false
27,6,true
30,6,true
31,6,true
33,6,true
34,6,true
35,6,false
43,6,false
44,6,true
48,6,true
49,6,false
51,6,true
53,6,false
58,6,true
59,6,true
62,6,true
66,6,false
69,6,false
71,6,false
74,6,false
75,6,false
78,6,false
79,6,true
81,6,false
85,6,false
87,6,true
91,6,false
96,6,false
97,6,true
99,6,false
2,7,false
5,7,true
6,7,true
7,7,true
22,7,false
25,7,false
26,7,true
29,7,true
41,7,true
44,7,true
47,7,false
50,7,false
52,7,true
55,7,true
56,7,false
57,7,true
58,7,true
59,7,true
66,7,false
68,7,false
70,7,false
71,7,true
75,7,false
76,7,false
79,7,false
85,7,false
95,7,true
99,7,true
1,8,true
2,8,false
3,8,false
5,8,true
7,8,false
10,8,true
11,8,false
14,8,false
15,8,true
17,8,false
19,8,false
20,8,true
21,8,false
27,8,true
28,8,false
30,8,false
31,8,true
33,8,false
36,8,false
41,8,false
43,8,false
44,8,true
45,8,false
49,8,true
53,8,true
54,8,true
56,8,false
57,8,true
58,8,false
59,8,false
60,8,false
61,8,false
66,8,true
68,8,true
69,8,false
71,8,true
73,8,false
74,8,false
75,8,false
77,8,true
78,8,true
79,8,false
80,8,false
81,8,false
83,8,true
84,8,false
85,8,false
87,8,false
90,8,true
91,8,true
92,8,false
93,8,true
94,8,true
95,8,false
97,8,true
98,8,false
99,8,false
1,9,false
3,9,true
5,9,false
6,9,false
7,9,true
8,9,false
11,9,true
14,9,true
15,9,true
16,9,true
20,9,false
21,9,true
22,9,false
24,9,true
26,9,true
28,9,true
29,9,true
30,9,false
31,9,true
35,9,false
36,9,true
37,9,true
38,9,true
39,9,true
40,9,false
41,9,true
42,9,true
44,9,false
45,9,true
46,9,false
47,9,false
48,9,false
49,9,true
51,9,true
52,9,false
53,9,true
54,9,true
55,9,false
56,9,true
57,9,false
58,9,true
59,9,true
60,9,true
64,9,true
66,9,false
67,9,true
68,9,false
69,9,true
70,9,true
73,9,false
74,9,true
75,9,true
77,9,false
79,9,true
80,9,true
81,9,true
82,9,true
84,9,false
86,9,false
88,9,true
90,9,false
91,9,true
93,9,true
94,9,true
95,9,true
96,9,true
97,9,true
98,9,false
99,9,true
2,10,true
3,10,true
4,10,true
7,10,true
12,10,true
13,10,false
16,10,true
17,10,true
18,10,true
20,10,true
21,10,false
24,10,true
26,10,false
28,10,true
29,10,true
30,10,true
33,10,false
37,10,true
41,10,true
42,10,true
44,10,false
45,10,false
49,10,false
51,10,false
53,10,false
54,10,true
55,10,false
56,10,false
59,10,true
60,10,false
61,10,false
63,10,true
66,10,true
67,10,false
69,10,true
71,10,false
74,10,true
75,10,true
76,10,false
77,10,true
78,10,false
80,10,true
81,10,true
82,10,false
83,10,true
84,10,true
93,10,true
94,10,true
96,10,false
97,10,false
98,10,false
99,10,false
100,10,false
3,11,true
5,11,true
6,11,true
7,11,false
8,11,true
9,11,true
10,11,true
11,11,true
12,11,false
15,11,true
16,11,true
18,11,false
19,11,true
20,11,true
21,11,true
24,11,true
25,11,false
26,11,false
27,11,false
29,11,true
30,11,true
31,11,false
32,11,true
33,11,true
36,11,true
39,11,true
40,11,true
41,11,true
42,11,true
43,11,true
44,11,false
45,11,true
47,11,false
48,11,true
49,11,false
50,11,false
51,11,true
53,11,true
54,11,true
55,11,true
56,11,true
57,11,true
58,11,true
59,11,true
60,11,true
63,11,false
65,11,true
69,11,false
70,11,true
74,11,false
75,11,false
78,11,true
80,11,true
81,11,true
82,11,true
85,11,true
86,11,true
94,11,true
95,11,true
96,11,true
97,11,true
98,11,true
99,11,true
100,11,true
3,12,false
5,12,false
6,12,true
10,12,true
11,12,true
14,12,false
15,12,true
16,12,true
19,12,true
20,12,true
21,12,true
23,12,false
26,12,true
29,12,true
30,12,false
32,12,false
44,12,true
45,12,true
48,12,true
49,12,false
54,12,true
55,12,true
57,12,false
59,12,false
60,12,true
66,12,false
68,12,true
70,12,true
74,12,false
75,12,false
76,12,true
80,12,true
82,12,true
83,12,true
85,12,true
86,12,false
92,12,false
94,12,false
97,12,true
98,12,true
99,12,true
1,13,false
6,13,true
8,13,false
9,13,true
10,13,true
11,13,true
16,13,false
18,13,false
20,13,true
22,13,false
23,13,false
24,13,true
27,13,false
28,13,true
29,13,false
32,13,false
33,13,true
36,13,false
37,13,true
38,13,true
40,13,true
43,13,false
44,13,false
46,13,false
47,13,true
48,13,true
50,13,false
51,13,false
52,13,true
55,13,true
58,13,false
59,13,true
60,13,true
62,13,false
66,13,true
67,13,true
68,13,true
72,13,true
74,13,true
75,13,false
80,13,true
82,13,false
83,13,false
84,13,false
87,13,true
91,13,false
96,13,false
97,13,true
98,13,true
99,13,true
100,13,true
1,14,true
2,14,true
4,14,false
5,14,false
6,14,true
7,14,true
8,14,false
11,14,false
12,14,false
14,14,true
16,14,true
19,14,false
20,14,true
21,14,true
26,14,false
27,14,false
32,14,false
34,14,false
36,14,true
40,14,false
41,14,false
42,14,true
43,14,false
44,14,false
45,14,true
47,14,false
48,14,false
50,14,true
53,14,false
54,14,true
57,14,false
60,14,false
61,14,true
62,14,true
63,14,true
64,14,false
67,14,false
70,14,true
74,14,true
75,14,true
77,14,false
80,14,false
81,14,true
84,14,true
87,14,true
88,14,true
89,14,false
91,14,false
92,14,false
95,14,true
99,14,true
100,14,true
2,15,false
5,15,true
7,15,false
12,15,false
13,15,false
15,15,true
18,15,false
23,15,true
24,15,false
25,15,true
26,15,true
27,15,false
28,15,true
31,15,false
34,15,false
36,15,false
40,15,false
41,15,false
44,15,true
49,15,false
51,15,false
53,15,false
54,15,true
55,15,true
56,15,true
57,15,true
58,15,false
59,15,false
61,15,false
62,15,false
63,15,true
65,15,true
66,15,false
69,15,false
70,15,true
73,15,true
75,15,true
76,15,false
78,15,false
79,15,true
80,15,false
81,15,true
84,15,false
87,15,true
92,15,true
95,15,false
97,15,false
98,15,true
100,15,false
1,16,false
3,16,true
4,16,true
5,16,true
7,16,false
8,16,true
9,16,false
11,16,true
12,16,true
13,16,true
15,16,true
16,16,true
17,16,false
18,16,false
20,16,false
21,16,true
23,16,true
25,16,true
26,16,true
27,16,true
29,16,true
30,16,false
31,16,true
32,16,true
33,16,true
34,16,true
35,16,false
36,16,true
38,16,false
42,16,false
44,16,true
45,16,true
48,16,true
51,16,false
52,16,false
53,16,false
54,16,true
55,16,true
56,16,true
57,16,true
58,16,false
59,16,false
61,16,false
62,16,true
63,16,false
65,16,false
67,16,true
69,16,true
70,16,false
72,16,true
73,16,true
74,16,false
75,16,false
76,16,false
77,16,false
78,16,true
79,16,true
80,16,false
81,16,true
82,16,true
84,16,true
87,16,true
88,16,true
89,16,true
90,16,true
92,16,false
93,16,true
94,16,false
95,16,false
96,16,true
97,16,true
98,16,false
99,16,true
100,16,true
2,17,false
3,17,true
10,17,false
11,17,false
12,17,true
13,17,false
15,17,true
16,17,false
17,17,true
18,17,false
21,17,true
22,17,false
24,17,true
25,17,false
26,17,true
27,17,false
28,17,true
30,17,true
32,17,true
33,17,true
34,17,true
36,17,false
37,17,true
38,17,true
41,17,true
42,17,true
43,17,false
44,17,true
45,17,true
46,17,false
48,17,false
49,17,false
50,17,true
52,17,true
54,17,true
56,17,false
57,17,false
59,17,true
60,17,true
65,17,true
67,17,false
68,17,false
69,17,false
70,17,false
72,17,false
74,17,false
75,17,true
76,17,false
78,17,true
80,17,true
81,17,false
82,17,false
87,17,true
89,17,true
90,17,true
91,17,false
94,17,true
95,17,true
96,17,true
97,17,true
98,17,true
99,17,true
1,18,false
2,18,false
3,18,false
4,18,true
5,18,false
6,18,true
10,18,false
11,18,true
14,18,false
15,18,false
16,18,true
17,18,false
18,18,false
20,18,false
21,18,true
22,18,true
24,18,true
25,18,true
26,18,true
27,18,false
28,18,false
30,18,false
31,18,true
32,18,false
34,18,true
36,18,false
37,18,true
38,18,false
45,18,false
46,18,false
48,18,false
50,18,false
51,18,false
52,18,false
53,18,false
56,18,true
57,18,false
59,18,false
60,18,false
61,18,false
62,18,false
66,18,false
71,18,true
73,18,false
74,18,false
75,18,true
76,18,false
78,18,true
79,18,true
81,18,false
84,18,false
86,18,false
87,18,true
88,18,true
89,18,true
90,18,true
91,18,false
93,18,true
94,18,true
95,18,false
96,18,false
98,18,true
99,18,true
1,19,false
2,19,false
5,19,false
8,19,true
9,19,false
10,19,false
11,19,false
14,19,true
15,19,true
17,19,false
19,19,true
20,19,false
22,19,false
24,19,false
25,19,true
26,19,false
27,19,true
29,19,true
30,19,true
36,19,false
37,19,true
40,19,true
41,19,false
43,19,false
44,19,true
49,19,false
51,19,true
52,19,false
54,19,false
55,19,false
58,19,false
59,19,false
61,19,true
63,19,false
65,19,false
67,19,false
71,19,false
75,19,true
79,19,false
80,19,true
